Date/Time,Hs,Hmax,Tp,Tz,Peak Direction,SST
1/01/2018 0:00,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9
1/01/2018 0:30,0.513,0.81,10.315,4.748,-99.9,-99.9
1/01/2018 1:00,0.566,0.93,10.778,5.003,92,26.4
1/01/2018 1:30,0.557,0.85,9.984,4.99,91,26.4
1/01/2018 2:00,0.569,0.96,9.277,5.214,81,26.4
1/01/2018 2:30,0.571,0.88,9.901,5.121,80,26.4
1/01/2018 3:00,0.559,0.89,10.28,5.234,75,26.35
1/01/2018 3:30,0.598,1.07,10.314,5.236,91,26.4
1/01/2018 4:00,0.6,1.1,9.784,5.404,77,26.4
1/01/2018 4:30,0.617,1.15,12.107,5.519,84,26.35
1/01/2018 5:00,0.625,1.06,9.82,5.585,88,26.35
1/01/2018 5:30,0.602,1,9.943,5.509,80,26.35
1/01/2018 6:00,0.628,1.07,10.825,5.636,77,26.35
1/01/2018 6:30,0.607,1.2,10.292,5.335,95,26.35
1/01/2018 7:00,0.581,0.92,10.277,5.414,81,26.35
1/01/2018 7:30,0.604,0.92,10.26,5.49,70,26.4
1/01/2018 8:00,0.597,0.91,10.799,5.493,83,26.45
1/01/2018 8:30,0.574,0.97,10.073,5.117,88,26.5
1/01/2018 9:00,0.562,0.99,10.702,4.991,98,26.55
1/01/2018 9:30,0.552,0.9,12.711,4.646,97,26.6
1/01/2018 10:00,0.558,0.98,10.355,4.828,84,26.65
1/01/2018 10:30,0.568,0.93,11.534,4.865,87,26.7
1/01/2018 11:00,0.555,1.09,9.734,4.496,92,26.75
1/01/2018 11:30,0.598,1.05,10.31,4.804,94,26.85
1/01/2018 12:00,0.591,1.06,9.746,4.842,77,26.9
1/01/2018 12:30,0.557,1,12.023,4.629,97,26.95
1/01/2018 13:00,0.629,1.05,11.646,4.374,99,26.95
1/01/2018 13:30,0.614,1.01,10.826,4.266,111,26.9
1/01/2018 14:00,0.616,1.02,12.571,4.451,85,26.8
1/01/2018 14:30,0.649,1.09,12.28,4.531,108,26.8
1/01/2018 15:00,0.629,1.15,11.732,4.185,102,26.8
1/01/2018 15:30,0.681,1.08,11.233,4.281,105,26.75
1/01/2018 16:00,0.65,1.24,11.856,4.137,115,26.7
1/01/2018 16:30,0.636,1.19,10.415,3.978,113,26.7
1/01/2018 17:00,0.661,1.28,9.812,4.289,113,26.7
1/01/2018 17:30,0.641,1.13,9.811,4.29,95,26.65
1/01/2018 18:00,0.643,1.16,9.692,4.614,116,26.65
1/01/2018 18:30,0.649,1.14,10.201,4.466,99,26.6
1/01/2018 19:00,0.63,0.98,10.113,4.753,97,26.6
1/01/2018 19:30,0.643,1.04,11.88,4.613,109,26.6
1/01/2018 20:00,0.661,1.1,10.711,4.609,95,26.6
1/01/2018 20:30,0.662,1.25,12.563,4.81,108,26.55
1/01/2018 21:00,0.654,1.08,10.836,4.835,101,26.55
1/01/2018 21:30,0.652,1.04,11.593,4.881,102,26.55
1/01/2018 22:00,0.649,1.09,8.5,4.846,91,26.55
1/01/2018 22:30,0.608,0.97,12.077,4.756,92,26.55
1/01/2018 23:00,0.671,1.07,11.865,4.731,85,26.45
1/01/2018 23:30,0.668,1.18,9.794,4.995,101,26.45
2/01/2018 0:00,0.686,1.01,4.594,4.854,88,26.45
2/01/2018 0:30,0.698,1.06,11.496,4.904,90,26.4
2/01/2018 1:00,0.756,1.18,4.508,5.011,84,26.35
2/01/2018 1:30,0.704,1.09,4.793,4.845,30,26.35
2/01/2018 2:00,0.732,1.29,4.872,4.948,88,26.3
2/01/2018 2:30,0.736,1.26,5.331,4.744,35,26.3
2/01/2018 3:00,0.706,1.17,4.91,4.91,30,26.25
2/01/2018 3:30,0.708,1.06,5.067,4.962,38,26.25
2/01/2018 4:00,0.674,1.02,6.567,4.721,78,26.2
2/01/2018 4:30,0.7,1.13,5.074,4.688,81,26.2
2/01/2018 5:00,0.669,1.08,11.612,4.875,88,26.2
2/01/2018 5:30,0.64,1.11,4.71,4.58,97,26.2
2/01/2018 6:00,0.667,1.06,4.712,5.012,38,26.2
2/01/2018 6:30,0.696,1.35,11.62,4.932,60,26.2
2/01/2018 7:00,0.702,1.06,5.169,5.041,75,26.25
2/01/2018 7:30,0.659,1.08,5.46,4.984,83,26.25
2/01/2018 8:00,0.667,1.05,12.081,5.318,84,26.4
2/01/2018 8:30,0.698,1.3,5.656,5.504,99,26.5
2/01/2018 9:00,0.693,1.3,5.459,5.386,85,26.55
2/01/2018 9:30,0.701,1.13,5.639,5.375,26,26.7
2/01/2018 10:00,0.691,1.17,11.552,5.687,88,26.9
2/01/2018 10:30,0.637,1.19,5.509,5.416,85,27.05
2/01/2018 11:00,0.658,1.04,12.057,5.705,83,27
2/01/2018 11:30,0.609,1.09,12.008,5.289,88,26.95
2/01/2018 12:00,0.644,0.99,12.127,5.156,92,26.9
2/01/2018 12:30,0.581,0.83,5.158,4.797,91,27
2/01/2018 13:00,0.618,0.97,4.943,4.831,90,27.05
2/01/2018 13:30,0.59,0.99,10.88,4.681,81,27
2/01/2018 14:00,0.549,0.96,8.881,4.807,101,26.9
2/01/2018 14:30,0.569,0.9,11.34,4.795,91,26.9
2/01/2018 15:00,0.518,0.92,10.799,4.61,102,26.85
2/01/2018 15:30,0.557,0.88,11.509,4.907,99,26.85
2/01/2018 16:00,0.543,0.92,10.345,5.171,94,26.8
2/01/2018 16:30,0.53,0.77,8.127,5.277,99,26.8
2/01/2018 17:00,0.526,0.75,9.822,5.323,87,26.75
2/01/2018 17:30,0.53,0.92,10.989,5.391,112,26.75
2/01/2018 18:00,0.595,1.03,10.812,5.305,116,26.7
2/01/2018 18:30,0.585,1,6.822,5.275,120,26.65
2/01/2018 19:00,0.592,1.04,11.44,5.092,101,26.6
2/01/2018 19:30,0.561,0.92,6.592,5.112,123,26.55
2/01/2018 20:00,0.571,1.06,7.037,5.243,94,26.45
2/01/2018 20:30,0.568,0.94,7.024,5.131,116,26.4
2/01/2018 21:00,0.608,1.09,6.98,5.145,106,26.35
2/01/2018 21:30,0.642,1.05,11.385,4.018,105,26.35
2/01/2018 22:00,0.718,1.3,3.318,3.901,104,26.35
2/01/2018 22:30,0.734,1.1,12.241,4.126,170,26.35
2/01/2018 23:00,0.641,1.1,6.778,4.242,90,26.4
2/01/2018 23:30,0.623,1.08,12.131,4.408,87,26.35
3/01/2018 0:00,0.613,1,6.551,4.616,78,26.35
3/01/2018 0:30,0.59,0.92,6.353,4.451,90,26.3
3/01/2018 1:00,0.645,1.17,6.519,4.41,91,26.35
3/01/2018 1:30,0.658,1.01,6.336,4.254,80,26.35
3/01/2018 2:00,0.711,1.19,6.161,4.151,101,26.35
3/01/2018 2:30,0.732,1.25,5.625,4.377,90,26.35
3/01/2018 3:00,0.822,1.5,5.643,4.371,104,26.35
3/01/2018 3:30,0.842,1.51,6.013,4.225,109,26.3
3/01/2018 4:00,0.883,1.54,5.442,4.626,108,26.3
3/01/2018 4:30,0.944,1.51,6.182,4.762,118,26.3
3/01/2018 5:00,1.156,1.86,6.26,5.197,118,26.25
3/01/2018 5:30,1.197,2.22,5.981,5.32,126,26.15
3/01/2018 6:00,1.272,1.95,7.192,5.601,132,26.25
3/01/2018 6:30,1.362,2.23,7.311,5.641,132,26.55
3/01/2018 7:00,1.334,2.31,7.843,5.641,133,26.65
3/01/2018 7:30,1.275,2.18,7.337,5.559,130,26.8
3/01/2018 8:00,1.184,2,7.429,5.574,132,26.85
3/01/2018 8:30,1.185,2.45,7.568,5.72,132,26.9
3/01/2018 9:00,1.295,2.42,7.532,6.022,136,26.9
3/01/2018 9:30,1.129,1.99,7.258,5.648,128,26.9
3/01/2018 10:00,1.064,1.74,7.518,5.603,123,27
3/01/2018 10:30,1.011,1.68,6.824,5.404,128,27
3/01/2018 11:00,1.032,1.78,6.831,5.525,128,27.05
3/01/2018 11:30,0.984,1.4,7.457,5.56,130,27.1
3/01/2018 12:00,0.961,1.44,7.017,5.29,130,27.15
3/01/2018 12:30,0.929,1.53,7.349,4.951,133,27.2
3/01/2018 13:00,0.915,1.51,6.951,5.086,130,27.25
3/01/2018 13:30,0.869,1.48,6.982,4.807,128,27.4
3/01/2018 14:00,0.874,1.35,6.355,4.877,125,27.4
3/01/2018 14:30,0.852,1.46,6.786,4.631,119,27.35
3/01/2018 15:00,0.845,1.45,6.62,4.328,123,27.3
3/01/2018 15:30,0.849,1.36,5.977,4.294,126,27.25
3/01/2018 16:00,0.918,1.5,5.738,4.334,132,27.2
3/01/2018 16:30,0.86,1.65,5.993,4.282,126,27.15
3/01/2018 17:00,0.858,1.48,5.762,4.341,128,27.15
3/01/2018 17:30,0.817,1.36,6.127,4.393,133,27.15
3/01/2018 18:00,0.821,1.32,6.133,4.255,132,27.2
3/01/2018 18:30,0.858,1.59,6.229,4.246,119,27.15
3/01/2018 19:00,0.884,1.44,5.42,4.315,122,27.15
3/01/2018 19:30,0.889,1.64,5.937,4.288,112,27.2
3/01/2018 20:00,0.868,1.43,3.956,4.31,135,27.2
3/01/2018 20:30,0.894,1.75,4.106,4.29,128,27.1
3/01/2018 21:00,0.888,1.53,4.591,4.332,133,27.1
3/01/2018 21:30,0.907,1.48,4.816,4.163,133,27.05
3/01/2018 22:00,0.892,1.42,4.655,4.152,125,27
3/01/2018 22:30,0.899,1.77,4.309,4.206,133,26.95
3/01/2018 23:00,0.819,1.41,12.023,4.161,129,26.9
3/01/2018 23:30,0.834,1.72,5.332,4.205,126,26.85
4/01/2018 0:00,0.843,1.45,4.805,4.117,130,26.8
4/01/2018 0:30,0.881,1.31,4.975,4.262,128,26.75
4/01/2018 1:00,0.896,1.34,5.063,4.336,130,26.7
4/01/2018 1:30,0.968,1.61,5.942,4.321,137,26.65
4/01/2018 2:00,0.924,1.56,5.202,4.301,129,26.65
4/01/2018 2:30,0.97,1.63,5.454,4.471,116,26.65
4/01/2018 3:00,0.977,1.5,5.709,4.459,126,26.65
4/01/2018 3:30,0.99,1.751,5.768,4.321,118,26.65
4/01/2018 4:00,1.039,1.76,5.661,4.318,123,26.65
4/01/2018 4:30,1.065,2.15,5.819,4.311,119,26.65
4/01/2018 5:00,1.137,1.75,5.966,4.451,118,26.65
4/01/2018 5:30,1.114,1.8,5.33,4.408,119,26.65
4/01/2018 6:00,1.144,2.089,5.795,4.389,130,26.65
4/01/2018 6:30,1.108,2.01,5.819,4.442,140,26.65
4/01/2018 7:00,1.15,2.42,5.341,4.543,116,26.7
4/01/2018 7:30,1.153,2.02,6.542,4.601,122,26.7
4/01/2018 8:00,1.056,1.74,5.795,4.593,125,26.7
4/01/2018 8:30,1.147,1.89,5.638,4.742,119,26.7
4/01/2018 9:00,1.154,1.85,6.484,4.758,112,26.7
4/01/2018 9:30,1.156,1.9,6.358,4.718,122,26.7
4/01/2018 10:00,1.157,1.72,6.149,4.694,115,26.8
4/01/2018 10:30,1.228,2.148,6.341,4.811,115,26.8
4/01/2018 11:00,1.224,1.979,6.204,4.657,115,26.85
4/01/2018 11:30,1.217,1.81,6.121,4.631,106,26.8
4/01/2018 12:00,1.26,2.2,5.966,4.669,109,26.8
4/01/2018 12:30,1.224,1.86,6.138,4.508,115,26.85
4/01/2018 13:00,1.278,2.129,6.16,4.537,112,26.85
4/01/2018 13:30,1.174,2,6.516,4.46,119,26.85
4/01/2018 14:00,1.136,1.72,5.98,4.686,123,26.85
4/01/2018 14:30,1.128,1.81,6.697,4.77,115,26.9
4/01/2018 15:00,1.108,1.61,6.369,4.628,120,26.9
4/01/2018 15:30,1.086,1.84,5.626,4.52,122,26.9
4/01/2018 16:00,1.106,2.22,5.766,4.539,120,26.9
4/01/2018 16:30,1.115,1.78,6.242,4.529,123,26.9
4/01/2018 17:00,1.088,1.84,5.986,4.455,113,26.9
4/01/2018 17:30,1.062,1.6,6.392,4.694,123,26.9
4/01/2018 18:00,1.029,1.84,6.338,4.538,123,26.85
4/01/2018 18:30,1.051,1.74,6.705,4.7,123,26.85
4/01/2018 19:00,1.03,1.82,7.04,4.761,116,26.85
4/01/2018 19:30,1.004,2.02,6.395,4.774,132,26.85
4/01/2018 20:00,1.024,1.98,6.277,4.88,116,26.85
4/01/2018 20:30,1.005,1.94,6.018,4.839,122,26.8
4/01/2018 21:00,0.923,1.35,6.55,4.817,112,26.8
4/01/2018 21:30,0.916,1.62,7.879,4.666,119,26.8
4/01/2018 22:00,0.965,1.56,6.587,4.839,119,26.8
4/01/2018 22:30,1.014,1.83,8.808,4.838,128,26.8
4/01/2018 23:00,1,1.54,8.255,4.906,133,26.75
4/01/2018 23:30,1.005,1.58,8.533,4.889,132,26.75
5/01/2018 0:00,0.99,1.47,8.758,5.022,135,26.75
5/01/2018 0:30,0.982,1.44,8.164,5.199,135,26.75
5/01/2018 1:00,0.898,1.46,7.921,4.962,132,26.75
5/01/2018 1:30,0.948,1.47,8.621,4.976,132,26.75
5/01/2018 2:00,0.984,1.69,8.613,5.305,132,26.75
5/01/2018 2:30,0.995,2.02,9.259,5.504,126,26.75
5/01/2018 3:00,0.973,1.55,8.861,5.836,133,26.7
5/01/2018 3:30,1.011,1.73,8.835,5.497,132,26.7
5/01/2018 4:00,0.941,1.58,8.817,5.403,130,26.7
5/01/2018 4:30,0.991,1.56,9.009,5.689,132,26.7
5/01/2018 5:00,1.012,1.63,9.235,5.57,135,26.7
5/01/2018 5:30,0.989,1.5,9.388,5.449,135,26.7
5/01/2018 6:00,0.988,1.46,9.864,5.926,125,26.7
5/01/2018 6:30,1.026,1.82,8.898,6.154,125,26.7
5/01/2018 7:00,0.952,1.4,9.438,5.644,130,26.65
5/01/2018 7:30,0.933,1.49,9.809,5.623,130,26.65
5/01/2018 8:00,1.031,1.79,9.372,5.916,128,26.65
5/01/2018 8:30,0.922,1.46,9.301,5.699,130,26.7
5/01/2018 9:00,0.889,1.49,9.017,5.682,130,26.7
5/01/2018 9:30,0.881,1.45,9.364,5.792,130,26.75
5/01/2018 10:00,0.863,1.56,9.736,5.595,132,26.75
5/01/2018 10:30,0.82,1.21,8.938,5.234,129,26.8
5/01/2018 11:00,0.783,1.28,10.177,5.089,129,26.85
5/01/2018 11:30,0.794,1.24,8.833,5.26,122,26.95
5/01/2018 12:00,0.822,1.4,9.464,5.159,133,27
5/01/2018 12:30,0.823,1.53,8.242,5.17,130,27
5/01/2018 13:00,0.778,1.27,8.818,4.809,132,27
5/01/2018 13:30,0.718,1.1,9.862,4.75,133,27.05
5/01/2018 14:00,0.741,1.6,8.549,4.974,106,27.05
5/01/2018 14:30,0.733,1.44,12.188,4.656,133,27
5/01/2018 15:00,0.694,1.31,8.498,4.734,90,27
5/01/2018 15:30,0.71,1.25,12.084,4.785,137,27
5/01/2018 16:00,0.687,1.17,12.162,4.868,101,27
5/01/2018 16:30,0.715,1.12,12.124,4.61,102,27
5/01/2018 17:00,0.687,1.1,12.283,4.602,102,27
5/01/2018 17:30,0.689,1.22,8.627,4.629,105,27
5/01/2018 18:00,0.709,1.13,8.935,4.942,118,27
5/01/2018 18:30,0.78,1.4,9.298,5.268,128,26.95
5/01/2018 19:00,0.733,1.2,9.705,5.095,123,26.95
5/01/2018 19:30,0.734,1.29,8.165,5.354,120,26.95
5/01/2018 20:00,0.727,1.16,12.217,5.344,132,26.95
5/01/2018 20:30,0.76,1.39,8.867,5.365,106,26.9
5/01/2018 21:00,0.748,1.16,8.954,5.309,130,26.9
5/01/2018 21:30,0.799,1.36,12.725,5.634,132,26.9
5/01/2018 22:00,0.832,1.53,8.553,5.359,123,26.9
5/01/2018 22:30,0.849,1.6,12.101,5.578,128,26.9
5/01/2018 23:00,0.878,1.64,13.612,5.405,120,26.9
5/01/2018 23:30,0.892,1.44,8.833,5.565,109,26.9
6/01/2018 0:00,0.889,1.47,8.795,5.57,116,26.85
6/01/2018 0:30,0.915,1.5,12.151,5.911,126,26.85
6/01/2018 1:00,0.848,1.4,11.715,5.678,120,26.85
6/01/2018 1:30,0.845,1.34,11.602,5.533,113,26.85
6/01/2018 2:00,0.757,1.19,12.811,5.119,118,26.85
6/01/2018 2:30,0.867,1.44,8.563,5.471,118,26.85
6/01/2018 3:00,0.799,1.29,12.261,5.164,128,26.85
6/01/2018 3:30,0.796,1.3,12.964,4.931,116,26.85
6/01/2018 4:00,0.791,1.29,12.312,5.103,116,26.85
6/01/2018 4:30,0.774,1.49,14.597,4.851,119,26.85
6/01/2018 5:00,0.768,1.4,11.939,4.757,119,26.8
6/01/2018 5:30,0.754,1.43,12.029,4.659,108,26.8
6/01/2018 6:00,0.785,1.21,13.956,4.753,130,26.8
6/01/2018 6:30,0.708,1.4,13.833,4.466,118,26.8
6/01/2018 7:00,0.735,1.08,14.076,4.639,119,26.8
6/01/2018 7:30,0.789,1.27,13.784,4.952,109,26.8
6/01/2018 8:00,0.8,1.33,12.681,5.022,113,26.8
6/01/2018 8:30,0.677,1.1,13.759,4.994,113,26.8
6/01/2018 9:00,0.691,1.13,12.07,4.915,119,26.85
6/01/2018 9:30,0.725,1.1,13.758,5.116,105,26.85
6/01/2018 10:00,0.74,1.1,13.736,5.24,125,26.9
6/01/2018 10:30,0.697,1.21,13.695,4.935,122,26.95
6/01/2018 11:00,0.65,1.07,11.424,4.885,115,27
6/01/2018 11:30,0.68,0.97,13.725,5.238,122,27.05
6/01/2018 12:00,0.689,1.19,13.715,5.308,118,27.15
6/01/2018 12:30,0.663,1.09,11.14,4.776,125,27.15
6/01/2018 13:00,0.72,1.28,12.995,5.203,122,27.2
6/01/2018 13:30,0.645,1.13,12.995,4.663,125,27.15
6/01/2018 14:00,0.647,0.99,13.085,4.85,120,27.2
6/01/2018 14:30,0.654,1.21,12.721,4.667,126,27.2
6/01/2018 15:00,0.649,1.08,13.685,4.968,118,27.2
6/01/2018 15:30,0.625,0.95,13.772,4.545,125,27.2
6/01/2018 16:00,0.613,1.03,12.124,4.474,120,27.15
6/01/2018 16:30,0.59,1.01,5.799,4.384,133,27.1
6/01/2018 17:00,0.618,1.1,13.553,4.505,125,27.1
6/01/2018 17:30,0.593,0.97,13.374,4.55,132,27.1
6/01/2018 18:00,0.617,0.97,13.115,4.462,126,27.05
6/01/2018 18:30,0.616,1.21,12.966,4.351,132,27.05
6/01/2018 19:00,0.567,0.92,13.5,4.344,132,27
6/01/2018 19:30,0.579,1.02,13.67,4.224,133,27
6/01/2018 20:00,0.597,1.01,8.907,4.232,139,26.95
6/01/2018 20:30,0.635,1.09,13.192,4.535,116,26.9
6/01/2018 21:00,0.609,0.95,12.875,4.314,135,26.9
6/01/2018 21:30,0.66,1.02,12.924,4.362,137,26.85
6/01/2018 22:00,0.661,1.01,13.681,4.369,123,26.85
6/01/2018 22:30,0.635,1.15,13.094,4.311,123,26.85
6/01/2018 23:00,0.655,1,12.857,4.188,129,26.85
6/01/2018 23:30,0.656,1.04,13.016,4.385,136,26.8
7/01/2018 0:00,0.651,1.31,13.499,4.337,135,26.8
7/01/2018 0:30,0.665,1.02,12.351,4.716,133,26.8
7/01/2018 1:00,0.665,1.13,12.831,4.423,132,26.75
7/01/2018 1:30,0.649,1.07,13.6,4.405,132,26.75
7/01/2018 2:00,0.69,1.01,12.936,4.741,128,26.75
7/01/2018 2:30,0.665,1.05,12.885,4.784,129,26.75
7/01/2018 3:00,0.669,1.02,12.85,4.968,128,26.7
7/01/2018 3:30,0.629,0.94,8.53,4.778,130,26.75
7/01/2018 4:00,0.663,1.27,12.754,5.024,122,26.7
7/01/2018 4:30,0.671,1.07,7.491,5.201,122,26.7
7/01/2018 5:00,0.668,1.17,7.608,5.101,119,26.7
7/01/2018 5:30,0.656,1,7.121,4.87,113,26.7
7/01/2018 6:00,0.601,0.97,7.301,4.9,116,26.65
7/01/2018 6:30,0.609,0.99,7.297,4.889,115,26.65
7/01/2018 7:00,0.583,0.96,7.265,4.897,115,26.65
7/01/2018 7:30,0.569,1,7.209,4.814,116,26.7
7/01/2018 8:00,0.582,0.97,7.894,4.701,115,26.7
7/01/2018 8:30,0.596,1.01,7.007,5.028,123,26.75
7/01/2018 9:00,0.582,1.01,7.284,4.935,116,26.8
7/01/2018 9:30,0.591,1.15,7.842,5.025,115,26.9
7/01/2018 10:00,0.597,0.95,7.455,5.144,125,27.1
7/01/2018 10:30,0.61,1.11,7.579,5.127,122,27.3
7/01/2018 11:00,0.629,0.92,7.021,5.656,119,27.8
7/01/2018 11:30,0.618,1.16,14.86,5.511,119,28.05
7/01/2018 12:00,0.631,0.99,14.981,5.495,125,28.05
7/01/2018 12:30,0.643,1.08,14.881,5.523,116,28.15
7/01/2018 13:00,0.664,1.04,7.262,5.699,116,28.65
7/01/2018 13:30,0.723,1.39,14.867,6.307,120,28.35
7/01/2018 14:00,0.712,1.18,11.959,5.938,120,28.05
7/01/2018 14:30,0.672,1.17,11.64,5.827,128,27.8
7/01/2018 15:00,0.718,1.35,12.036,5.804,125,27.7
7/01/2018 15:30,0.66,1.11,14.858,5.699,118,27.75
7/01/2018 16:00,0.676,1.21,12.145,5.476,126,27.7
7/01/2018 16:30,0.655,1,14.867,5.852,116,27.55
7/01/2018 17:00,0.689,1.17,14.583,5.307,122,27.5
7/01/2018 17:30,0.695,1.09,14.813,5.497,129,27.3
7/01/2018 18:00,0.722,1.09,14.367,5.822,128,27.25
7/01/2018 18:30,0.681,1.2,14.749,5.426,128,27.15
7/01/2018 19:00,0.719,1.23,14.808,5.498,128,27.05
7/01/2018 19:30,0.727,1.17,10.88,5.383,125,27
7/01/2018 20:00,0.693,1.34,10.812,4.813,125,26.9
7/01/2018 20:30,0.732,1.28,11.034,4.702,113,26.85
7/01/2018 21:00,0.718,1.41,10.653,4.572,118,26.8
7/01/2018 21:30,0.736,1.33,14.931,4.778,119,26.8
7/01/2018 22:00,0.79,1.37,14.777,4.857,137,26.8
7/01/2018 22:30,0.774,1.55,14.714,4.836,140,26.8
7/01/2018 23:00,0.751,1.54,14.418,4.493,129,26.8
7/01/2018 23:30,0.771,1.39,13.858,4.644,128,26.8
8/01/2018 0:00,0.741,1.35,13.121,4.63,137,26.8
8/01/2018 0:30,0.758,1.23,13.734,4.722,132,26.75
8/01/2018 1:00,0.779,1.21,13.8,4.814,132,26.75
8/01/2018 1:30,0.761,1.16,13.38,4.845,133,26.7
8/01/2018 2:00,0.8,1.34,13.184,4.979,133,26.7
8/01/2018 2:30,0.847,1.59,13.748,4.869,132,26.7
8/01/2018 3:00,0.721,1.15,13.442,4.677,129,26.65
8/01/2018 3:30,0.764,1.23,13.236,4.975,126,26.65
8/01/2018 4:00,0.814,1.29,13.123,5.399,132,26.65
8/01/2018 4:30,0.717,1.58,8.895,4.648,128,26.65
8/01/2018 5:00,0.772,1.15,10.656,5.111,123,26.65
8/01/2018 5:30,0.773,1.33,13.626,5.21,116,26.65
8/01/2018 6:00,0.741,1.15,10.807,5.098,122,26.65
8/01/2018 6:30,0.69,1.14,10.284,5.14,113,26.6
8/01/2018 7:00,0.714,1.18,8.523,5.254,108,26.65
8/01/2018 7:30,0.681,1.26,10.754,5.071,106,26.65
8/01/2018 8:00,0.699,1.14,9.78,5.334,113,26.7
8/01/2018 8:30,0.683,1.1,10.104,5.04,113,26.8
8/01/2018 9:00,0.681,1.23,9.824,5.226,112,27.05
8/01/2018 9:30,0.686,1,9.461,5.235,122,27.3
8/01/2018 10:00,0.687,1.09,9.777,5.363,112,27.5
8/01/2018 10:30,0.672,1.04,9.896,5.276,122,27.5
8/01/2018 11:00,0.682,1.14,9.795,5.088,112,27.1
8/01/2018 11:30,0.682,1.22,10.612,5.217,118,27
8/01/2018 12:00,0.695,1.11,10.302,5.284,113,27.05
8/01/2018 12:30,0.679,1.29,9.342,5.101,109,27.15
8/01/2018 13:00,0.746,1.09,12.875,4.981,115,27.05
8/01/2018 13:30,0.733,1.15,9.735,5.061,109,27.15
8/01/2018 14:00,0.768,1.21,9.588,4.869,105,27.25
8/01/2018 14:30,0.726,1.25,8.186,4.546,122,27.1
8/01/2018 15:00,0.777,1.12,4.928,4.497,106,27.05
8/01/2018 15:30,0.776,1.45,5.165,4.289,74,26.9
8/01/2018 16:00,0.82,1.26,5.08,4.301,73,26.8
8/01/2018 16:30,0.775,1.27,9.979,4.212,75,26.75
8/01/2018 17:00,0.742,1.34,5.347,4.041,116,26.65
8/01/2018 17:30,0.799,1.31,4.828,4.262,71,26.6
8/01/2018 18:00,0.792,1.37,5.325,4.158,118,26.55
8/01/2018 18:30,0.776,1.25,4.598,3.985,77,26.5
8/01/2018 19:00,0.81,1.44,3.604,4.175,66,26.5
8/01/2018 19:30,0.845,1.38,3.964,3.996,75,26.45
8/01/2018 20:00,0.845,1.32,5.332,3.966,74,26.4
8/01/2018 20:30,0.847,1.37,4.03,3.887,71,26.35
8/01/2018 21:00,0.893,1.84,4.074,3.983,78,26.35
8/01/2018 21:30,0.874,1.5,4.397,3.969,56,26.25
8/01/2018 22:00,0.892,1.41,4.049,4.026,75,26.2
8/01/2018 22:30,0.916,1.78,5.212,4.016,63,26.25
8/01/2018 23:00,0.937,1.69,4.826,4.047,74,26.25
8/01/2018 23:30,0.895,1.59,4.424,3.967,66,26.3
9/01/2018 0:00,0.94,1.69,5.163,4.077,71,26.4
9/01/2018 0:30,0.942,1.424,4.463,4.282,64,26.4
9/01/2018 1:00,0.952,1.52,4.705,4.197,53,26.45
9/01/2018 1:30,0.937,1.67,4.826,4.111,60,26.45
9/01/2018 2:00,0.931,1.46,4.406,4.313,67,26.5
9/01/2018 2:30,0.909,1.66,4.941,4.323,67,26.45
9/01/2018 3:00,0.899,1.38,5.654,4.367,61,26.45
9/01/2018 3:30,0.873,1.47,4.705,4.231,56,26.4
9/01/2018 4:00,0.851,1.6,4.362,4.496,70,26.4
9/01/2018 4:30,0.794,1.3,5.655,4.405,63,26.35
9/01/2018 5:00,0.767,1.23,5.882,4.414,57,26.3
9/01/2018 5:30,0.725,1.12,5.82,4.439,56,26.3
9/01/2018 6:00,0.739,1.23,6.089,4.464,64,26.35
9/01/2018 6:30,0.738,1.31,5.031,4.545,56,26.5
9/01/2018 7:00,0.733,1.12,5.484,4.631,71,26.55
9/01/2018 7:30,0.703,1.38,5.957,4.657,68,26.65
9/01/2018 8:00,0.735,1.23,5.355,4.83,67,26.85
9/01/2018 8:30,0.731,1.15,6.01,4.945,61,27.05
9/01/2018 9:00,0.723,1.06,6.567,4.807,75,27.25
9/01/2018 9:30,0.779,1.32,5.277,4.819,74,27.6
9/01/2018 10:00,0.765,1.15,5.935,4.762,75,27.85
9/01/2018 10:30,0.77,1.19,5.776,4.786,63,27.95
9/01/2018 11:00,0.781,1.29,5.101,4.724,73,27.7
9/01/2018 11:30,0.806,1.37,5.872,4.946,71,27.8
9/01/2018 12:00,0.779,1.32,6.141,4.729,67,27.6
9/01/2018 12:30,0.813,1.37,5.657,4.677,64,27.55
9/01/2018 13:00,0.835,1.39,6.147,4.658,71,27.55
9/01/2018 13:30,0.812,1.34,5.761,4.504,73,27.55
9/01/2018 14:00,0.86,1.46,6.219,4.566,60,27.4
9/01/2018 14:30,0.795,1.47,5.323,4.455,67,27.55
9/01/2018 15:00,0.79,1.52,5.791,4.209,73,27.5
9/01/2018 15:30,0.779,1.34,5.833,4.426,66,27.45
9/01/2018 16:00,0.788,1.48,5.952,4.256,73,27.4
9/01/2018 16:30,0.754,1.25,5.816,4.045,73,27.3
9/01/2018 17:00,0.764,1.14,6.517,4.431,74,27.3
9/01/2018 17:30,0.77,1.45,6.303,4.156,77,27.15
9/01/2018 18:00,0.733,1.07,5.937,4.089,67,27.1
9/01/2018 18:30,0.712,1.32,5.842,4.137,61,27.05
9/01/2018 19:00,0.705,1.28,5.21,4.088,78,27.1
9/01/2018 19:30,0.689,1.17,6.302,4.107,67,27.05
9/01/2018 20:00,0.684,1.23,6.302,3.969,70,27
