Date/Time,Hs,Hmax,Tp,Tz,Peak Direction,SST
2018-01-01 00:00:00,0.622,0.900,4.397,5.111,83.00,27.150
2018-01-01 00:30:00,0.596,1.060,4.739,4.859,80.00,27.150
2018-01-01 01:00:00,0.626,1.040,6.196,5.018,29.00,27.400
2018-01-01 01:30:00,0.604,1.000,4.942,5.064,87.00,26.950
2018-01-01 02:00:00,0.527,1.170,9.239,4.887,88.00,26.550
2018-01-01 02:30:00,0.542,0.790,9.460,5.317,67.00,26.600
2018-01-01 03:00:00,0.549,0.920,9.599,5.155,81.00,26.550
2018-01-01 03:30:00,0.534,0.900,9.305,5.193,77.00,26.400
2018-01-01 04:00:00,0.534,1.110,10.292,5.463,92.00,26.350
2018-01-01 04:30:00,0.489,0.860,9.719,5.349,88.00,26.300
2018-01-01 05:00:00,0.507,0.750,6.862,5.139,99.00,26.150
2018-01-01 05:30:00,0.517,0.860,7.625,5.219,90.00,26.100
2018-01-01 06:00:00,0.494,0.950,6.588,5.473,98.00,25.950
2018-01-01 06:30:00,0.450,0.660,8.928,5.319,88.00,25.950
2018-01-01 07:00:00,0.495,0.840,9.381,5.836,74.00,25.850
2018-01-01 07:30:00,0.453,0.700,9.769,5.679,88.00,25.950
2018-01-01 08:00:00,0.472,0.970,9.793,5.781,87.00,26.500
2018-01-01 08:30:00,0.474,0.860,10.164,5.623,81.00,27.200
2018-01-01 09:00:00,0.464,0.740,10.205,5.449,90.00,27.150
2018-01-01 09:30:00,0.489,0.790,10.261,5.107,88.00,27.150
2018-01-01 10:00:00,0.468,0.770,10.200,5.265,81.00,27.250
2018-01-01 10:30:00,0.501,0.830,10.771,4.960,85.00,27.100
2018-01-01 11:00:00,0.517,0.900,12.839,5.213,91.00,27.550
2018-01-01 11:30:00,0.532,0.910,12.840,5.430,94.00,27.150
2018-01-01 12:00:00,0.546,0.830,11.411,4.633,73.00,27.450
2018-01-01 12:30:00,0.540,0.810,9.366,4.921,92.00,27.550
2018-01-01 13:00:00,0.599,0.890,10.328,5.086,91.00,27.750
2018-01-01 13:30:00,0.595,1.010,11.610,4.454,94.00,27.750
2018-01-01 14:00:00,0.626,0.980,12.095,4.388,104.00,27.100
2018-01-01 14:30:00,0.639,1.240,11.411,4.565,106.00,26.200
2018-01-01 15:00:00,0.633,1.080,11.331,4.202,102.00,26.150
2018-01-01 15:30:00,0.665,1.270,3.871,4.139,104.00,26.100
2018-01-01 16:00:00,0.628,1.010,4.284,4.082,42.00,26.150
2018-01-01 16:30:00,0.656,1.170,10.663,4.232,102.00,26.100
2018-01-01 17:00:00,0.579,1.160,11.591,4.316,98.00,26.050
2018-01-01 17:30:00,0.516,0.850,11.652,4.502,106.00,26.450
2018-01-01 18:00:00,0.543,1.210,11.916,4.281,101.00,26.550
2018-01-01 18:30:00,0.558,0.850,9.770,4.367,113.00,26.450
2018-01-01 19:00:00,0.546,0.910,10.713,3.897,109.00,26.250
2018-01-01 19:30:00,0.590,0.960,10.366,4.190,113.00,26.250
2018-01-01 20:00:00,0.571,1.040,10.608,4.390,101.00,26.250
2018-01-01 20:30:00,0.516,0.870,10.713,4.472,108.00,26.250
2018-01-01 21:00:00,0.537,0.850,10.183,4.671,97.00,26.350
2018-01-01 21:30:00,0.513,0.820,10.782,4.711,80.00,26.400
2018-01-01 22:00:00,0.526,0.900,10.347,4.563,94.00,26.600
2018-01-01 22:30:00,0.512,0.960,10.492,5.194,91.00,26.550
2018-01-01 23:00:00,0.486,0.810,12.281,4.849,81.00,26.750
2018-01-01 23:30:00,0.546,0.910,10.299,4.739,83.00,26.950
2018-01-02 00:00:00,0.566,0.910,12.095,5.226,85.00,26.950
2018-01-02 00:30:00,0.591,0.900,9.740,5.040,90.00,26.850
2018-01-02 01:00:00,0.593,0.910,4.717,5.135,94.00,26.600
2018-01-02 01:30:00,0.598,1.010,4.395,4.918,35.00,26.600
2018-01-02 02:00:00,0.596,0.930,4.488,4.734,77.00,26.600
2018-01-02 02:30:00,0.675,1.050,4.856,4.781,32.00,26.550
2018-01-02 03:00:00,0.658,1.010,5.471,4.670,32.00,26.300
2018-01-02 03:30:00,0.720,1.190,5.083,4.718,28.00,26.200
2018-01-02 04:00:00,0.687,1.140,4.945,4.853,33.00,26.150
2018-01-02 04:30:00,0.614,1.300,4.940,5.023,38.00,26.250
2018-01-02 05:00:00,0.602,1.010,4.711,5.114,39.00,26.450
2018-01-02 05:30:00,0.620,1.030,4.941,4.882,38.00,26.350
2018-01-02 06:00:00,0.638,1.230,4.928,4.888,99.00,26.200
2018-01-02 06:30:00,0.595,1.160,5.063,4.838,30.00,26.150
2018-01-02 07:00:00,0.576,0.950,4.960,4.843,38.00,26.150
2018-01-02 07:30:00,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9
2018-01-02 08:00:00,0.570,0.910,4.680,4.965,40.00,26.250
2018-01-02 08:30:00,0.572,0.910,5.347,4.940,106.00,26.350
2018-01-02 09:00:00,0.588,0.930,5.207,5.140,39.00,26.350
2018-01-02 09:30:00,0.560,0.840,5.069,5.073,90.00,26.550
2018-01-02 10:00:00,0.584,0.940,5.329,4.835,36.00,26.550
2018-01-02 10:30:00,0.545,0.940,5.297,4.725,39.00,26.600
2018-01-02 11:00:00,0.587,0.960,5.835,4.971,39.00,26.900
2018-01-02 11:30:00,0.651,0.980,5.473,4.950,36.00,27.050
2018-01-02 12:00:00,0.630,1.070,5.797,4.987,28.00,27.350
2018-01-02 12:30:00,0.652,1.050,5.464,5.244,26.00,27.350
2018-01-02 13:00:00,0.664,1.190,5.348,4.986,28.00,27.300
2018-01-02 13:30:00,0.678,1.210,5.614,5.099,19.00,26.950
2018-01-02 14:00:00,0.729,1.300,5.364,5.171,28.00,26.550
2018-01-02 14:30:00,0.714,1.080,5.292,5.055,30.00,26.150
2018-01-02 15:00:00,0.641,1.000,5.175,5.032,38.00,25.950
2018-01-02 15:30:00,0.592,0.960,5.059,4.765,28.00,26.200
2018-01-02 16:00:00,0.605,1.200,5.135,4.880,23.00,26.400
2018-01-02 16:30:00,0.622,0.890,4.723,4.787,32.00,26.600
2018-01-02 17:00:00,0.597,1.030,4.588,4.767,26.00,26.550
2018-01-02 17:30:00,0.542,0.830,4.483,4.714,99.00,26.400
2018-01-02 18:00:00,0.539,1.120,4.717,4.577,29.00,26.350
2018-01-02 18:30:00,0.495,0.820,10.482,4.994,95.00,26.150
2018-01-02 19:00:00,0.434,0.740,10.236,4.919,98.00,26.150
2018-01-02 19:30:00,0.500,0.890,10.254,4.861,99.00,26.150
2018-01-02 20:00:00,0.520,1.170,9.834,4.777,102.00,26.400
2018-01-02 20:30:00,0.559,1.030,9.773,3.612,111.00,26.500
2018-01-02 21:00:00,0.587,0.920,3.290,4.090,105.00,26.300
2018-01-02 21:30:00,0.536,0.910,10.835,4.500,105.00,26.250
2018-01-02 22:00:00,0.521,0.810,10.598,4.052,99.00,26.250
2018-01-02 22:30:00,0.611,1.010,11.904,4.181,95.00,26.200
2018-01-02 23:00:00,0.668,1.030,6.168,4.127,95.00,26.350
2018-01-02 23:30:00,0.595,0.910,6.263,4.176,91.00,26.450
2018-01-03 00:00:00,0.603,1.010,6.133,4.169,99.00,26.600
2018-01-03 00:30:00,0.565,0.980,5.801,4.297,74.00,26.850
2018-01-03 01:00:00,0.559,0.930,5.954,4.490,80.00,26.900
2018-01-03 01:30:00,0.552,0.910,5.927,4.993,84.00,26.750
2018-01-03 02:00:00,0.527,0.860,11.509,5.380,90.00,26.950
2018-01-03 02:30:00,0.514,0.860,5.853,5.433,98.00,26.950
2018-01-03 03:00:00,0.525,0.830,5.798,5.271,74.00,27.000
2018-01-03 03:30:00,0.562,0.920,11.421,5.275,91.00,26.150
2018-01-03 04:00:00,0.563,1.080,11.961,5.323,94.00,26.100
2018-01-03 04:30:00,0.589,1.090,5.963,5.152,78.00,26.150
2018-01-03 05:00:00,0.597,0.940,5.478,5.039,95.00,26.350
2018-01-03 05:30:00,0.629,0.920,6.009,5.305,91.00,26.350
2018-01-03 06:00:00,0.638,1.110,5.933,4.875,99.00,26.300
2018-01-03 06:30:00,0.632,1.040,6.161,4.805,120.00,26.150
2018-01-03 07:00:00,0.612,1.050,6.847,4.967,104.00,26.050
2018-01-03 07:30:00,0.630,1.080,6.580,5.258,118.00,26.050
2018-01-03 08:00:00,0.597,0.960,11.456,5.137,98.00,25.950
2018-01-03 08:30:00,0.593,1.010,6.799,5.306,104.00,26.150
2018-01-03 09:00:00,0.596,0.940,7.338,5.282,109.00,26.300
2018-01-03 09:30:00,0.596,1.070,7.237,5.220,113.00,26.350
2018-01-03 10:00:00,0.616,0.990,6.977,4.986,111.00,26.350
2018-01-03 10:30:00,0.589,0.860,6.919,4.727,112.00,26.350
2018-01-03 11:00:00,0.621,1.140,7.067,4.654,101.00,26.550
2018-01-03 11:30:00,0.626,1.090,6.889,4.664,95.00,26.650
2018-01-03 12:00:00,0.658,1.180,6.573,4.861,104.00,26.700
2018-01-03 12:30:00,0.656,1.080,6.769,4.849,104.00,26.750
2018-01-03 13:00:00,0.664,1.180,6.403,4.797,95.00,27.050
2018-01-03 13:30:00,0.679,1.200,6.263,4.846,102.00,26.950
2018-01-03 14:00:00,0.676,1.250,6.380,5.006,104.00,26.750
2018-01-03 14:30:00,0.709,1.210,6.135,4.782,106.00,26.550
2018-01-03 15:00:00,0.674,1.200,5.970,4.537,109.00,26.350
2018-01-03 15:30:00,0.688,1.120,5.817,4.606,101.00,25.900
2018-01-03 16:00:00,0.742,1.160,5.672,4.509,109.00,26.100
2018-01-03 16:30:00,0.703,1.150,5.624,4.470,102.00,26.200
2018-01-03 17:00:00,0.765,1.160,5.800,4.230,109.00,26.350
2018-01-03 17:30:00,0.709,1.420,5.599,3.989,84.00,26.350
2018-01-03 18:00:00,0.698,1.200,5.494,3.985,98.00,26.350
2018-01-03 18:30:00,0.701,1.220,5.335,4.078,94.00,26.350
2018-01-03 19:00:00,0.737,1.280,5.215,4.137,97.00,26.200
2018-01-03 19:30:00,0.654,1.150,5.299,4.168,95.00,26.050
2018-01-03 20:00:00,0.665,1.070,5.056,4.348,97.00,25.900
2018-01-03 20:30:00,0.625,0.950,4.958,4.195,102.00,26.200
2018-01-03 21:00:00,0.578,0.930,5.045,4.204,106.00,26.200
2018-01-03 21:30:00,0.587,0.980,5.367,4.148,98.00,26.600
2018-01-03 22:00:00,0.528,0.940,5.311,4.194,98.00,26.650
2018-01-03 22:30:00,0.546,0.880,5.025,4.311,101.00,26.600
2018-01-03 23:00:00,0.530,0.900,5.325,4.061,101.00,26.750
2018-01-03 23:30:00,0.588,1.050,5.589,4.110,101.00,26.700
2018-01-04 00:00:00,0.634,1.060,5.225,3.912,87.00,26.750
2018-01-04 00:30:00,0.660,1.070,5.338,3.763,146.00,26.750
2018-01-04 01:00:00,0.665,0.990,5.081,3.881,91.00,26.950
2018-01-04 01:30:00,0.645,1.020,5.675,3.851,80.00,26.900
2018-01-04 02:00:00,0.660,1.180,5.976,4.086,83.00,26.450
2018-01-04 02:30:00,0.670,1.190,5.490,4.277,81.00,26.450
2018-01-04 03:00:00,0.666,1.180,5.702,4.260,91.00,26.350
2018-01-04 03:30:00,0.681,1.150,5.478,4.138,99.00,26.200
2018-01-04 04:00:00,0.684,1.050,5.291,4.056,83.00,26.150
2018-01-04 04:30:00,0.671,1.100,5.637,3.990,102.00,26.150
2018-01-04 05:00:00,0.756,1.280,6.138,3.932,98.00,26.200
2018-01-04 05:30:00,0.735,1.290,5.677,3.753,98.00,26.200
2018-01-04 06:00:00,0.817,1.440,3.880,4.019,97.00,26.150
2018-01-04 06:30:00,0.821,1.250,3.981,3.791,142.00,25.850
2018-01-04 07:00:00,0.749,1.270,4.266,3.953,151.00,26.000
2018-01-04 07:30:00,0.775,1.530,4.293,4.144,151.00,26.100
2018-01-04 08:00:00,0.702,1.230,4.212,4.089,153.00,26.000
2018-01-04 08:30:00,0.661,1.090,6.186,4.080,128.00,25.750
2018-01-04 09:00:00,0.690,1.430,6.348,4.456,91.00,25.700
2018-01-04 09:30:00,0.739,1.310,6.499,4.361,92.00,25.700
2018-01-04 10:00:00,0.679,1.130,6.014,4.117,102.00,25.850
2018-01-04 10:30:00,0.739,1.130,5.844,4.445,108.00,25.950
2018-01-04 11:00:00,0.683,1.110,6.465,4.199,102.00,25.900
2018-01-04 11:30:00,0.757,1.220,6.028,4.215,101.00,25.950
2018-01-04 12:00:00,0.741,1.300,6.569,4.040,104.00,25.950
2018-01-04 12:30:00,0.799,1.390,6.200,4.241,99.00,25.950
2018-01-04 13:00:00,0.706,1.090,5.772,4.013,95.00,27.100
2018-01-04 13:30:00,0.770,1.340,6.172,4.131,95.00,26.950
2018-01-04 14:00:00,0.744,1.200,6.021,4.162,88.00,26.950
2018-01-04 14:30:00,0.763,1.360,5.898,4.392,94.00,26.750
2018-01-04 15:00:00,0.762,1.140,6.179,4.517,87.00,26.350
2018-01-04 15:30:00,0.787,1.430,6.270,4.541,104.00,26.500
2018-01-04 16:00:00,0.755,1.190,5.993,4.270,95.00,26.300
2018-01-04 16:30:00,0.793,1.320,5.919,4.050,113.00,26.150
2018-01-04 17:00:00,0.802,1.550,6.787,4.014,99.00,26.050
2018-01-04 17:30:00,0.809,1.250,6.163,4.042,105.00,26.150
2018-01-04 18:00:00,0.762,1.410,3.663,3.938,99.00,26.350
2018-01-04 18:30:00,0.719,1.380,6.346,3.844,91.00,26.350
2018-01-04 19:00:00,0.711,1.120,6.435,4.157,108.00,26.250
2018-01-04 19:30:00,0.664,1.150,3.689,3.909,98.00,26.150
2018-01-04 20:00:00,0.656,1.130,6.410,3.921,123.00,26.050
2018-01-04 20:30:00,0.710,1.130,3.954,3.961,106.00,25.900
2018-01-04 21:00:00,0.682,1.120,6.140,4.200,99.00,25.950
2018-01-04 21:30:00,0.672,1.200,8.106,4.228,113.00,26.000
2018-01-04 22:00:00,0.627,1.170,6.562,3.976,95.00,25.950
2018-01-04 22:30:00,0.608,0.940,8.503,3.961,92.00,25.950
2018-01-04 23:00:00,0.651,1.150,8.849,4.044,97.00,25.950
2018-01-04 23:30:00,0.603,1.030,5.842,3.863,112.00,25.950
2018-01-05 00:00:00,0.627,0.990,6.684,4.307,91.00,26.450
2018-01-05 00:30:00,0.658,0.960,9.282,4.503,101.00,26.450
2018-01-05 01:00:00,0.633,0.950,9.137,4.384,106.00,26.850
2018-01-05 01:30:00,0.649,1.090,9.717,4.807,109.00,26.750
2018-01-05 02:00:00,0.691,1.080,9.242,4.960,108.00,26.950
2018-01-05 02:30:00,0.675,1.110,8.925,5.158,108.00,26.750
2018-01-05 03:00:00,0.731,1.280,8.594,5.587,113.00,26.900
2018-01-05 03:30:00,0.692,1.080,8.510,5.398,106.00,26.950
2018-01-05 04:00:00,0.685,1.210,8.806,5.685,108.00,26.800
2018-01-05 04:30:00,0.675,1.450,8.916,5.270,104.00,26.700
2018-01-05 05:00:00,0.665,1.140,9.358,5.190,108.00,26.350
2018-01-05 05:30:00,0.582,0.960,10.142,4.889,108.00,26.000
2018-01-05 06:00:00,0.604,1.040,10.288,5.267,104.00,25.950
2018-01-05 06:30:00,0.607,1.100,9.339,4.953,120.00,25.950
2018-01-05 07:00:00,0.604,1.020,9.772,5.008,116.00,26.250
2018-01-05 07:30:00,0.607,0.990,9.759,4.914,128.00,26.250
2018-01-05 08:00:00,0.598,0.960,9.396,5.026,119.00,26.250
2018-01-05 08:30:00,0.581,1.190,9.538,5.018,116.00,26.200
2018-01-05 09:00:00,0.612,1.160,9.263,4.691,123.00,26.050
2018-01-05 09:30:00,0.575,0.860,9.547,4.842,123.00,25.850
2018-01-05 10:00:00,0.567,1.100,9.141,5.021,115.00,25.850
2018-01-05 10:30:00,0.580,0.910,9.075,5.273,116.00,25.750
2018-01-05 11:00:00,0.534,0.880,9.213,4.951,115.00,25.750
2018-01-05 11:30:00,0.525,1.060,9.274,4.751,112.00,26.100
2018-01-05 12:00:00,0.487,0.870,9.071,4.347,119.00,26.150
2018-01-05 12:30:00,0.564,1.030,9.036,4.425,99.00,26.150
2018-01-05 13:00:00,0.529,0.890,8.904,4.204,115.00,26.150
2018-01-05 13:30:00,0.585,1.040,12.283,4.492,113.00,26.150
2018-01-05 14:00:00,0.538,0.870,8.922,4.432,88.00,26.150
2018-01-05 14:30:00,0.603,1.070,9.140,4.524,118.00,26.150
2018-01-05 15:00:00,0.616,1.070,9.193,4.371,106.00,26.750
2018-01-05 15:30:00,0.544,0.870,8.902,4.495,109.00,26.600
2018-01-05 16:00:00,0.534,0.970,8.917,4.552,73.00,26.350
2018-01-05 16:30:00,0.489,0.790,9.659,4.199,98.00,26.650
2018-01-05 17:00:00,0.502,0.730,9.763,4.177,98.00,26.900
2018-01-05 17:30:00,0.511,0.940,6.176,4.100,97.00,26.350
2018-01-05 18:00:00,0.527,0.900,12.203,4.201,94.00,26.450
2018-01-05 18:30:00,0.516,0.960,6.513,4.186,75.00,26.500
2018-01-05 19:00:00,0.497,0.820,9.281,4.421,75.00,26.500
2018-01-05 19:30:00,0.463,0.790,5.965,4.317,78.00,26.500
2018-01-05 20:00:00,0.470,0.820,12.183,4.189,116.00,26.400
2018-01-05 20:30:00,0.517,1.060,8.852,4.296,120.00,26.350
2018-01-05 21:00:00,0.486,0.770,8.840,4.362,115.00,26.350
2018-01-05 21:30:00,0.466,0.870,8.978,3.893,115.00,26.300
2018-01-05 22:00:00,0.469,0.770,8.839,3.836,123.00,26.350
2018-01-05 22:30:00,0.492,0.830,9.175,4.278,101.00,26.350
2018-01-05 23:00:00,0.517,0.840,8.903,4.267,112.00,26.300
2018-01-05 23:30:00,0.502,0.910,9.182,4.540,112.00,26.150
2018-01-06 00:00:00,0.499,0.990,12.572,4.326,95.00,26.150
2018-01-06 00:30:00,0.535,1.120,8.856,4.381,92.00,26.150
2018-01-06 01:00:00,0.478,0.810,12.399,3.835,95.00,26.050
2018-01-06 01:30:00,0.503,0.930,12.210,4.038,104.00,26.150
2018-01-06 02:00:00,0.552,0.950,12.218,3.801,102.00,26.150
2018-01-06 02:30:00,0.596,1.140,12.314,3.975,88.00,26.150
2018-01-06 03:00:00,0.600,0.950,12.261,3.894,95.00,26.050
2018-01-06 03:30:00,0.541,0.970,12.975,4.375,97.00,26.750
2018-01-06 04:00:00,0.595,1.210,12.730,4.745,98.00,26.750
2018-01-06 04:30:00,0.540,0.930,13.531,4.644,101.00,26.600
2018-01-06 05:00:00,0.538,0.910,7.658,4.721,113.00,26.750
2018-01-06 05:30:00,0.483,0.870,11.985,4.742,113.00,26.700
2018-01-06 06:00:00,0.527,0.980,13.707,4.544,104.00,26.600
2018-01-06 06:30:00,0.516,0.880,12.004,4.829,99.00,26.500
2018-01-06 07:00:00,0.533,1.170,13.838,4.788,87.00,26.350
2018-01-06 07:30:00,0.561,0.900,11.651,4.754,98.00,26.350
2018-01-06 08:00:00,0.519,0.900,13.685,4.599,108.00,26.350
2018-01-06 08:30:00,0.541,0.910,11.480,4.839,99.00,26.500
2018-01-06 09:00:00,0.480,0.770,12.329,4.606,102.00,26.550
2018-01-06 09:30:00,0.497,0.730,12.143,5.073,115.00,26.600
2018-01-06 10:00:00,0.503,0.930,13.732,4.993,111.00,26.550
2018-01-06 10:30:00,0.480,0.870,13.779,5.078,109.00,26.650
2018-01-06 11:00:00,0.463,0.730,11.729,5.129,116.00,26.700
2018-01-06 11:30:00,0.471,0.720,13.652,5.488,109.00,26.950
2018-01-06 12:00:00,0.487,0.870,13.806,5.652,101.00,26.900
2018-01-06 12:30:00,0.497,0.760,13.384,5.530,111.00,26.750
2018-01-06 13:00:00,0.484,0.860,12.771,5.146,102.00,26.750
2018-01-06 13:30:00,0.502,0.790,11.453,5.448,95.00,26.750
2018-01-06 14:00:00,0.503,0.900,13.732,5.068,113.00,26.750
2018-01-06 14:30:00,0.504,0.800,9.357,4.765,109.00,26.750
2018-01-06 15:00:00,0.477,0.800,12.085,4.664,98.00,26.850
2018-01-06 15:30:00,0.496,0.920,11.458,4.386,95.00,26.900
2018-01-06 16:00:00,0.533,0.910,11.345,4.308,94.00,27.000
2018-01-06 16:30:00,0.523,1.060,11.482,4.310,102.00,26.600
2018-01-06 17:00:00,0.499,0.810,10.856,4.366,115.00,26.750
2018-01-06 17:30:00,0.529,1.020,8.547,4.326,88.00,26.800
2018-01-06 18:00:00,0.518,0.770,11.112,4.384,97.00,27.000
2018-01-06 18:30:00,0.519,0.790,11.369,4.100,101.00,26.950
2018-01-06 19:00:00,0.530,0.880,11.508,3.989,101.00,26.750
2018-01-06 19:30:00,0.525,0.880,8.484,4.195,99.00,26.750
2018-01-06 20:00:00,0.505,0.830,12.879,4.052,92.00,26.750
2018-01-06 20:30:00,0.518,0.920,12.914,4.288,102.00,26.700
2018-01-06 21:00:00,0.502,0.800,7.506,4.161,98.00,26.650
2018-01-06 21:30:00,0.516,0.870,12.927,4.078,101.00,26.650
2018-01-06 22:00:00,0.480,0.850,12.903,3.806,102.00,26.600
2018-01-06 22:30:00,0.524,0.800,11.592,4.030,112.00,26.600
2018-01-06 23:00:00,0.545,1.180,3.475,3.962,106.00,26.600
2018-01-06 23:30:00,0.532,0.880,12.872,3.917,113.00,26.600
2018-01-07 00:00:00,0.518,0.840,3.419,3.866,106.00,26.600
2018-01-07 00:30:00,0.520,0.920,10.272,3.939,106.00,26.550
2018-01-07 01:00:00,0.540,0.770,9.790,4.162,106.00,26.550
2018-01-07 01:30:00,0.507,0.750,13.143,4.310,98.00,26.500
2018-01-07 02:00:00,0.486,0.760,12.326,4.251,99.00,26.500
2018-01-07 02:30:00,0.502,0.880,11.246,4.319,92.00,26.450
2018-01-07 03:00:00,0.485,0.870,12.698,4.638,87.00,26.500
2018-01-07 03:30:00,0.482,0.790,11.290,4.682,105.00,26.500
2018-01-07 04:00:00,0.460,0.680,12.669,4.402,95.00,26.900
2018-01-07 04:30:00,0.493,1.240,10.813,4.696,99.00,26.950
2018-01-07 05:00:00,0.521,0.870,4.045,4.770,97.00,27.050
2018-01-07 05:30:00,0.519,1.320,11.535,4.685,90.00,26.950
2018-01-07 06:00:00,0.493,0.820,11.972,4.752,94.00,26.850
2018-01-07 06:30:00,0.475,0.800,10.849,4.747,95.00,26.700
2018-01-07 07:00:00,0.508,0.780,10.596,4.668,108.00,27.050
2018-01-07 07:30:00,0.482,0.980,4.310,4.647,91.00,27.200
2018-01-07 08:00:00,0.469,0.790,10.970,4.705,81.00,27.350
2018-01-07 08:30:00,0.461,0.850,4.571,4.640,109.00,27.500
2018-01-07 09:00:00,0.477,0.850,4.399,4.734,80.00,27.350
2018-01-07 09:30:00,0.499,0.860,4.385,4.677,94.00,27.400
2018-01-07 10:00:00,0.484,0.840,5.061,4.830,85.00,27.350
2018-01-07 10:30:00,0.529,0.840,4.843,4.757,115.00,27.400
2018-01-07 11:00:00,0.485,0.720,5.457,4.769,60.00,27.750
2018-01-07 11:30:00,0.460,0.700,4.232,4.628,116.00,27.900
2018-01-07 12:00:00,0.482,0.840,14.840,5.167,99.00,27.350
2018-01-07 12:30:00,0.480,0.740,11.204,4.902,108.00,27.550
2018-01-07 13:00:00,0.470,0.800,12.105,4.991,120.00,27.650
2018-01-07 13:30:00,0.487,0.680,11.469,4.931,111.00,27.350
2018-01-07 14:00:00,0.507,0.860,14.892,4.631,122.00,27.350
2018-01-07 14:30:00,0.511,0.900,4.931,4.649,97.00,27.250
2018-01-07 15:00:00,0.525,0.780,14.822,4.550,88.00,27.650
2018-01-07 15:30:00,0.527,0.840,4.832,4.507,119.00,27.550
2018-01-07 16:00:00,0.505,0.860,14.834,4.528,85.00,27.400
2018-01-07 16:30:00,0.542,0.850,14.747,4.570,109.00,27.350
2018-01-07 17:00:00,0.558,1.120,14.761,4.584,113.00,27.400
2018-01-07 17:30:00,0.588,1.030,14.682,4.458,108.00,26.950
2018-01-07 18:00:00,0.530,0.820,4.836,4.199,104.00,27.000
2018-01-07 18:30:00,0.603,1.140,4.583,4.442,90.00,27.400
2018-01-07 19:00:00,0.564,1.050,14.750,4.208,68.00,27.350
2018-01-07 19:30:00,0.594,0.940,14.737,4.163,99.00,27.050
2018-01-07 20:00:00,0.583,1.020,8.957,4.208,99.00,27.150
2018-01-07 20:30:00,0.604,1.030,10.818,4.208,95.00,27.350
2018-01-07 21:00:00,0.629,0.980,10.779,4.169,108.00,27.150
2018-01-07 21:30:00,0.668,1.060,10.297,4.139,112.00,27.100
2018-01-07 22:00:00,0.650,1.230,10.764,4.013,106.00,27.050
2018-01-07 22:30:00,0.685,1.160,10.373,3.989,129.00,27.000
2018-01-07 23:00:00,0.689,1.240,10.272,3.891,112.00,27.000
2018-01-07 23:30:00,0.709,1.070,10.074,4.171,106.00,27.000
2018-01-08 00:00:00,0.668,1.280,10.487,3.926,113.00,27.050
2018-01-08 00:30:00,0.691,1.170,10.881,4.127,115.00,27.000
2018-01-08 01:00:00,0.668,1.040,9.970,4.128,128.00,27.000
2018-01-08 01:30:00,0.605,1.090,10.379,4.448,130.00,26.950
2018-01-08 02:00:00,0.665,1.020,9.395,4.671,113.00,27.050
2018-01-08 02:30:00,0.691,1.070,9.774,4.994,104.00,27.300
2018-01-08 03:00:00,0.695,1.040,9.749,5.084,108.00,27.300
2018-01-08 03:30:00,0.655,1.340,9.362,4.944,101.00,27.350
2018-01-08 04:00:00,0.746,1.170,9.819,5.286,99.00,27.350
2018-01-08 04:30:00,0.732,1.060,8.926,5.655,97.00,27.150
2018-01-08 05:00:00,0.686,1.280,9.353,5.272,99.00,27.150
2018-01-08 05:30:00,0.690,1.130,9.885,5.341,105.00,27.150
2018-01-08 06:00:00,0.716,1.120,10.261,5.420,87.00,27.100
2018-01-08 06:30:00,0.700,1.140,10.177,5.252,92.00,27.100
2018-01-08 07:00:00,0.759,1.080,8.965,5.478,101.00,27.150
2018-01-08 07:30:00,0.690,1.270,9.767,5.132,97.00,27.200
2018-01-08 08:00:00,0.660,1.070,9.191,4.998,95.00,27.250
2018-01-08 08:30:00,0.658,1.080,5.231,5.049,94.00,27.400
2018-01-08 09:00:00,0.637,1.140,4.827,4.952,105.00,27.600
2018-01-08 09:30:00,0.623,1.030,8.261,4.747,71.00,27.850
2018-01-08 10:00:00,0.598,0.970,5.117,4.800,94.00,27.800
2018-01-08 10:30:00,0.608,1.070,9.247,4.798,94.00,27.550
2018-01-08 11:00:00,0.615,0.940,8.774,5.002,102.00,27.500
2018-01-08 11:30:00,0.602,0.930,9.048,5.021,112.00,27.650
2018-01-08 12:00:00,0.599,0.920,9.324,4.774,111.00,27.450
2018-01-08 12:30:00,0.555,1.000,9.315,4.291,104.00,27.350
2018-01-08 13:00:00,0.588,0.940,5.369,4.487,88.00,27.400
2018-01-08 13:30:00,0.580,0.990,4.938,4.322,106.00,27.500
2018-01-08 14:00:00,0.589,0.930,8.279,4.198,73.00,27.450
2018-01-08 14:30:00,0.623,1.030,5.474,4.050,97.00,27.500
2018-01-08 15:00:00,0.593,1.090,5.283,3.910,77.00,27.450
2018-01-08 15:30:00,0.653,1.160,5.370,4.166,98.00,27.400
2018-01-08 16:00:00,0.671,1.120,5.069,4.000,78.00,27.400
2018-01-08 16:30:00,0.698,1.210,5.360,4.039,75.00,27.350
2018-01-08 17:00:00,0.707,1.470,5.583,3.989,67.00,27.350
2018-01-08 17:30:00,0.751,1.420,5.811,4.149,66.00,27.300
2018-01-08 18:00:00,0.799,1.340,4.378,4.016,54.00,27.300
2018-01-08 18:30:00,0.815,1.150,4.596,4.234,49.00,27.300
2018-01-08 19:00:00,0.824,1.560,3.877,4.133,45.00,27.200
2018-01-08 19:30:00,0.851,1.330,4.192,4.069,46.00,27.150
2018-01-08 20:00:00,0.896,1.470,4.491,4.239,50.00,27.150
